player,salary,adj_salary,year_start,year_end,date,inflation_rate_percent,multiplier,adj_salary_audit,audit_delta
Anthony Miller,34118.0,46365.0,2004,2005,2004-12-31,1.026772,1.37021448970487,46748.97795975076,383.9779597507586
Shaquille O'Neal,20000000.0,26508688.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,26505052.865528617,-3635.134471382946
Allan Houston,19125000.0,25348933.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,25345456.80266174,-3476.1973382607102
Chris Webber,19125000.0,25348933.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,25345456.80266174,-3476.1973382607102
Michael Finley,18612500.0,24669648.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,24666264.82298257,-3383.177017431706
Kevin Garnett,18000000.0,23857820.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,23854547.578975756,-3272.4210242442787
Stephon Marbury,16453125.0,21807538.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21804547.396407526,-2990.6035924740136
Allen Iverson,16453125.0,21807538.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21804547.396407526,-2990.6035924740136
Jason Kidd,16440000.0,21790142.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21787153.455464523,-2988.5445354767144
Jermaine O'Neal,16440000.0,21790142.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21787153.455464523,-2988.5445354767144
Brian Grant,16006220.0,21215194.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21212285.363864075,-2908.6361359246075
Kobe Bryant,15946875.0,21136537.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,21133638.245748833,-2898.754251167178
Tim Duncan,15845156.0,21001715.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20998834.8721274,-2880.1278726011515
Anfernee Hardaway,15750000.0,20875592.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20872729.131603785,-2862.868396215141
Keith Van Horn,15694250.0,20801699.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20798846.296741124,-2852.7032588757575
Tracy McGrady,15694250.0,20801699.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20798846.296741124,-2852.7032588757575
Grant Hill,15694250.0,20801699.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20798846.296741124,-2852.7032588757575
Jalen Rose,15694250.0,20801699.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,20798846.296741124,-2852.7032588757575
Eddie Jones,14576250.0,19319863.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,19317213.841558076,-2649.1584419235587
Tim Thomas,13975000.0,18522946.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18520405.68978812,-2540.31021187827
Antonio Davis,13925000.0,18456674.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18454143.0576243,-2530.942375700921
Paul Pierce,13843156.0,18348195.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18345679.080287986,-2515.9197120144963
Vince Carter,13843156.0,18348195.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18345679.080287986,-2515.9197120144963
Dirk Nowitzki,13843156.0,18348195.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18345679.080287986,-2515.9197120144963
Antawn Jamison,13843156.0,18348195.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18345679.080287986,-2515.9197120144963
Baron Davis,13700000.0,18158451.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18155961.212887105,-2489.7871128953993
Steve Francis,13700000.0,18158451.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18155961.212887105,-2489.7871128953993
Shawn Marion,13700000.0,18158451.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,18155961.212887105,-2489.7871128953993
Ray Allen,13223140.0,17526405.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,17524001.237414304,-2403.762585695833
Elton Brand,13152000.0,17432113.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,17429722.76437162,-2390.2356283813715
Joe Johnson,12000000.0,15905213.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15903031.71931717,-2181.28068283014
Michael Redd,12000000.0,15905213.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15903031.71931717,-2181.28068283014
Theo Ratliff,11666666.0,15463401.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15461279.954723265,-2121.045276734978
Carlos Boozer,11593816.0,15366843.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15364735.299660577,-2107.7003394234926
Mike Bibby,11500000.0,15242496.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15240405.397678955,-2090.602321045473
Lamar Odom,11465333.0,15196547.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,15194462.864294492,-2084.1357055082917
Pau Gasol,10993000.0,14570500.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14568502.307537805,-1997.692462194711
Andrei Kirilenko,10983000.0,14557246.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14555249.78110504,-1996.2188949603587
Rasheed Wallace,10860000.0,14394218.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14392243.705982039,-1974.2940179612488
Derek Anderson,10763000.0,14265650.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14263694.199584225,-1955.8004157748073
Zach Randolph,10666667.0,14137967.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14136028.636699477,-1938.3633005227894
Kenyon Martin,10636364.0,14097803.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14095869.505850272,-1933.4941497277468
Raef LaFrentz,10623288.0,14080471.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,14078540.502286788,-1930.4977132119238
Larry Hughes,10344900.0,13711486.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,13709606.06943035,-1879.9305696506053
Gilbert Arenas,10243200.0,13576690.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,13574827.875609137,-1862.1243908628821
Richard Jefferson,10200000.0,13519431.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,13517576.961419595,-1854.0385804045945
Jamal Mashburn,10075000.0,13353752.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,13351920.38101004,-1831.6189899593592
Wally Szczerbiak,10000000.0,13254344.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,13252526.432764309,-1817.567235691473
Doug Christie,9775000.0,12956121.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,12954344.588027112,-1776.411972887814
Steve Nash,9625000.0,12757306.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,12755556.691535648,-1749.3084643520415
Vin Baker,9183333.0,12171905.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,12170236.332337676,-1668.6676623243839
Marcus Camby,9150000.0,12127725.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,12126061.685979342,-1663.314020657912
Maurice Taylor,9100000.0,12061453.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,12059799.053815521,-1653.9461844787002
Tyson Chandler,9000000.0,11928910.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11927273.789487878,-1636.2105121221393
Shandon Anderson,8935000.0,11842756.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11841132.36767491,-1623.632325090468
Jason Richardson,8888888.0,11781638.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11780022.317788146,-1615.6822118535638
Brad Miller,8750000.0,11597551.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11595960.62866877,-1590.371331229806
Zydrunas Ilgauskas,8740000.0,11584297.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11582708.102236006,-1588.897763993591
Erick Dampier,8662500.0,11481575.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11480001.022382082,-1573.9776179175824
Kelvin Cato,8640000.0,11451753.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11450182.837908363,-1570.1620916370302
Richard Hamilton,8625000.0,11431872.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11430304.048259217,-1567.951740782708
Rashard Lewis,8571429.0,11360867.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11359308.938906254,-1558.0610937457532
Jamaal Magloire,8533333.0,11310373.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11308822.114207996,-1550.8857920039445
Aaron McKie,8500000.0,11266192.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11264647.467849663,-1544.5321503374726
Samuel Dalembert,8470000.0,11226429.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11224889.88855137,-1539.1114486306906
Tony Parker,8400000.0,11133649.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11132122.20352202,-1526.7964779809117
Jerry Stackhouse,8367187.0,11090157.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,11088636.68853819,-1520.3114618100226
Mehmet Okur,8250000.0,10934834.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10933334.307030555,-1499.6929694451392
Andre Miller,8100000.0,10736019.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10734546.41053909,-1472.5894609093666
Bobby Simmons,8000000.0,10603475.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10602021.146211447,-1453.8537885528058
PJ Brown,8000000.0,10603475.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10602021.146211447,-1453.8537885528058
Bonzi Wells,8000000.0,10603475.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10602021.146211447,-1453.8537885528058
Austin Croshere,7900000.0,10470932.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10469495.881883804,-1436.118116196245
Lorenzen Wright,7700000.0,10205845.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10204445.353228519,-1399.6467714812607
Jason Williams,7562500.0,10023598.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,10022223.114778008,-1374.885221991688
Ben Wallace,7500000.0,9940758.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9939394.824573232,-1363.175426768139
Kwame Brown,7500000.0,9940758.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9939394.824573232,-1363.175426768139
Predrag Stojakovic,7500000.0,9940758.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9939394.824573232,-1363.175426768139
Manu Ginobili,7428937.0,9846569.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9845218.395984078,-1350.6040159221739
Eddy Curry,7390000.0,9794960.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9793617.033812825,-1342.9661871753633
Troy Murphy,7365079.0,9761929.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9760590.412689732,-1338.5873102676123
Desmond Mason,7333333.0,9719852.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9718518.942276279,-1333.0577237214893
Adonal Foyle,7312500.0,9692239.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9690909.9539589,-1329.0460410993546
Calvin Booth,7255098.0,9616156.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9614837.801729547,-1318.1982704531401
Darius Miles,7250000.0,9609399.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9608081.663754124,-1317.3362458758056
Cuttino Mobley,7200000.0,9543128.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9541819.031590302,-1308.9684096984565
Jonathan Bender,7175000.0,9509992.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9508687.715508392,-1304.2844916079193
Corey Maggette,7000000.0,9278041.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9276768.502935017,-1272.4970649834722
Al Harrington,6957500.0,9221710.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9220445.265595768,-1264.734404232353
Quentin Richardson,6940000.0,9198515.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9197253.34433843,-1261.6556615699083
Antoine Walker,6880000.0,9118988.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9117738.185741844,-1249.8142581563443
Sam Cassell,6875000.0,9112361.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9111111.922525462,-1249.0774745382369
Metta World Peace,6842105.0,9068761.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,9067517.736824885,-1243.2631751149893
Mike Miller,6750000.0,8946682.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8945455.342115909,-1226.6578840911388
Radoslav Nesterovic,6720000.0,8906919.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8905697.762817616,-1221.2371823843569
Jason Terry,6666667.0,8836230.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8835018.063593755,-1211.9364062454551
Jerome Williams,6620063.0,8774459.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8773255.989406498,-1203.010593501851
Kurt Thomas,6620062.0,8774458.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8773254.664153855,-1203.335846144706
Kenny Thomas,6500000.0,8615323.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8614142.181296801,-1180.8187031988055
Jamal Crawford,6480000.0,8588815.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8587637.128431272,-1177.8715687282383
Lamond Murray,6388500.0,8467537.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8466376.511571478,-1160.4884285219014
Clarence Weatherspoon,6353200.0,8420750.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8419595.09326382,-1154.9067361801863
Joe Smith,6353200.0,8420750.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8419595.09326382,-1154.9067361801863
Todd MacCulloch,6353200.0,8420750.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8419595.09326382,-1154.9067361801863
Ruben Patterson,6353200.0,8420750.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8419595.09326382,-1154.9067361801863
Alvin Williams,6300000.0,8350237.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8349091.652641514,-1145.3473584856838
Scot Pollard,6274937.0,8317017.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8315876.845643077,-1140.1543569229543
Danny Fortson,6207670.0,8227859.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,8226731.076087802,-1127.9239121982828
Malik Rose,6008750.0,7964204.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7963111.820287254,-1092.1797127462924
Reggie Miller,6000000.0,7952606.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7951515.859658585,-1090.14034141507
Corliss Williamson,6000000.0,7952606.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7951515.859658585,-1090.14034141507
Howard Eisley,5926984.0,7855827.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7854751.212657114,-1075.7873428864405
Ricky Davis,5909800.0,7833052.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7831978.071235051,-1073.9287649486214
Chauncey Billups,5909800.0,7833052.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7831978.071235051,-1073.9287649486214
Juwan Howard,5900400.0,7820593.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7819520.696388253,-1072.3036117469892
James Posey,5900400.0,7820593.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7819520.696388253,-1072.3036117469892
Michael Olowokandi,5900400.0,7820593.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7819520.696388253,-1072.3036117469892
Stephen Jackson,5610000.0,7435687.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7434667.328780777,-1019.6712192231789
Yao Ming,5594906.0,7415681.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7414663.965383163,-1017.034616837278
Mark Blount,5515875.0,7310930.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7309927.923732383,-1002.0762676168233
Jason Collins,5500000.0,7289889.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7288889.53802037,-999.4619796304032
Nazr Mohammed,5500000.0,7289889.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7288889.53802037,-999.4619796304032
Eric Snow,5484375.0,7269179.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7268182.465469176,-996.5345308240503
Eddie Robinson,5444444.0,7216253.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7215263.802170505,-989.1978294951841
Jamaal Tinsley,5400000.0,7157346.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7156364.273692727,-981.7263072729111
Marquis Daniels,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Antonio McDyess,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Derek Fisher,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Brian Cardinal,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Hidayet Turkoglu,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Etan Thomas,5393300.0,7148465.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,7147485.0809827745,-979.9190172255039
Troy Hudson,5253000.0,6962507.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6961552.135131092,-954.8648689081892
Tony Battie,5200000.0,6892259.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6891313.74503744,-945.2549625597894
Alonzo Mourning,5138500.0,6810744.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6809810.70747594,-933.2925240602344
David Wesley,5070000.0,6719952.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6719030.9014115045,-921.0985884955153
Matt Harpring,5020000.0,6653680.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6652768.269247683,-911.7307523172349
Devean George,5000600.0,6627967.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6627058.367968121,-908.6320318793878
Gerald Wallace,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Earl Watson,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Stromile Swift,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Jeff Foster,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Udonis Haslem,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Marko Jaric,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Jerome James,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Shareef Abdur-Rahim,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Antonio Daniels,5000000.0,6627172.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6626263.216382154,-908.7836178457364
Brian Skinner,4950000.0,6560900.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6560000.584218333,-899.415781667456
Shane Battier,4903000.0,6498605.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6497713.709984341,-891.290015659295
Donyell Marshall,4799108.0,6360903.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6360030.562369065,-872.4376309346408
Dan Gadzuric,4750000.0,6295813.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6294950.055563047,-862.944436953403
Brent Barry,4691390.0,6218129.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6217276.998140615,-852.0018593845889
LeBron James,4621800.0,6125892.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6125052.666695008,-839.3333049919456
Brevin Knight,4600000.0,6096998.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6096162.159071582,-835.8409284176305
Marc Jackson,4550000.0,6030726.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6029899.526907761,-826.4730922393501
Morris Peterson,4550000.0,6030726.0,2005,2006,2005-12-31,1.033927,1.3252526432764309,6029899.526907761,-826.4730922393501
